manifest_version,dataset_id,trajectory_id,source_session,source_session_method,source_path,split,leakage_group,robot_id,camera_id,environment,num_frames,has_traj_data,nominal_dt_s,metric_waypoint_spacing_m,position_unit,yaw_unit,license_id,license_status,processor_version,trajectory_meta_sha256
0.1.0,go_stanford,no10vcF_28_0,no10vcF_28,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no10vcF_28_0,train,go_stanford:no10vcF_28,Stanford mobile robot,default,campus;indoor,29,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,08e3d581ec0ed87994268cd0563625d71cdacdb09a0c28fc8c2f29f6ad7485df
0.1.0,go_stanford,no10vcF_29_0,no10vcF_29,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no10vcF_29_0,train,go_stanford:no10vcF_29,Stanford mobile robot,default,campus;indoor,7,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,9aca3229c8822aca5b66007b23bd3349b5dfc4d0ce4a2e7fd431f535b5da7bea
0.1.0,go_stanford,no10vcF_2_0,no10vcF_2,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no10vcF_2_0,train,go_stanford:no10vcF_2,Stanford mobile robot,default,campus;indoor,1,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,3c2e67a308f9aab66afa916ee92673e51bb8d7209be2bd757c3047789c5a4132
0.1.0,go_stanford,no10vcF_31_0,no10vcF_31,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no10vcF_31_0,train,go_stanford:no10vcF_31,Stanford mobile robot,default,campus;indoor,7,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,464a4fd33ccc9a330b949f1fc70fd01cd00b45e5637126da38605a93fecb4696
0.1.0,go_stanford,no10vcF_31_1,no10vcF_31,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no10vcF_31_1,train,go_stanford:no10vcF_31,Stanford mobile robot,default,campus;indoor,3,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,f9ccbc7479e04bfac476c89a03bcbdf2202b8e99937729279c96066afac70c34
0.1.0,go_stanford,no10vcF_32_0,no10vcF_32,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no10vcF_32_0,train,go_stanford:no10vcF_32,Stanford mobile robot,default,campus;indoor,67,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,18e2663ad007d17a87c1521c059ce0f528dc259af5e83ccaf6725998edc97ff7
0.1.0,go_stanford,no10vcF_32_1,no10vcF_32,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no10vcF_32_1,train,go_stanford:no10vcF_32,Stanford mobile robot,default,campus;indoor,29,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,690d54392ac5466cce93adda13d20b9699c7a13ab1ba3eaacf1fed0a4e0b24da
0.1.0,go_stanford,no10vcF_32_2,no10vcF_32,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no10vcF_32_2,train,go_stanford:no10vcF_32,Stanford mobile robot,default,campus;indoor,1,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,ac41299d82a774cf703545ff4a23d6e9929f06b3807bf8ab7e84462255aa0cfb
0.1.0,go_stanford,no10vcF_32_3,no10vcF_32,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no10vcF_32_3,train,go_stanford:no10vcF_32,Stanford mobile robot,default,campus;indoor,2,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,bb11b991b542ce7a288a197c2bc4ca1996ee8cde979948f07382242489b4acad
0.1.0,go_stanford,no10vcF_32_4,no10vcF_32,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no10vcF_32_4,train,go_stanford:no10vcF_32,Stanford mobile robot,default,campus;indoor,11,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,d38c1c4c88fe61d613774d9928339ea67d36bdc5cbd38614ba6a6a36f1c2482d
0.1.0,go_stanford,no10vcF_35_0,no10vcF_35,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no10vcF_35_0,train,go_stanford:no10vcF_35,Stanford mobile robot,default,campus;indoor,1,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,87c6bac0b826145ff865217494340b91f3395f105e2fbc95e1306c8955838721
0.1.0,go_stanford,no10vcF_36_0,no10vcF_36,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no10vcF_36_0,train,go_stanford:no10vcF_36,Stanford mobile robot,default,campus;indoor,1,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,a3c91b41b28ce209e03bc9edd0715bdc9263f77b511e26e2767ba307d8792bba
0.1.0,go_stanford,no10vcF_37_0,no10vcF_37,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no10vcF_37_0,test,go_stanford:no10vcF_37,Stanford mobile robot,default,campus;indoor,49,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,d8cf1e169a719e99ee369d2ee13a10457b1bf7099d343015372c667cc2a21dfb
0.1.0,go_stanford,no10vcF_37_1,no10vcF_37,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no10vcF_37_1,test,go_stanford:no10vcF_37,Stanford mobile robot,default,campus;indoor,18,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,60ea54b9a94bd95d113b3fd9a93f25b32a385cdba5921c4b838d7d9376d89603
0.1.0,go_stanford,no10vcF_38_0,no10vcF_38,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no10vcF_38_0,train,go_stanford:no10vcF_38,Stanford mobile robot,default,campus;indoor,1,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,da33437619317c850c2104c9ab1406b62a46dd8101ef01c9ad55e78ceb252c6b
0.1.0,go_stanford,no10vcF_38_1,no10vcF_38,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no10vcF_38_1,train,go_stanford:no10vcF_38,Stanford mobile robot,default,campus;indoor,1,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,0f970b9a2ab40b9b6637a16793c770bfbba16648e12aa11c7294e11093d984b3
0.1.0,go_stanford,no10vcF_39_0,no10vcF_39,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no10vcF_39_0,train,go_stanford:no10vcF_39,Stanford mobile robot,default,campus;indoor,33,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,b7dea1ac51c71d8543033a499c36656b0e8ead9c2cef3e152dd960d20135a1e1
0.1.0,go_stanford,no10vcF_40_0,no10vcF_40,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no10vcF_40_0,test,go_stanford:no10vcF_40,Stanford mobile robot,default,campus;indoor,1,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,1519adb065b6b4aa2360e0f173792142c42ab7bc3ba17800cbc170299e2d6685
0.1.0,go_stanford,no10vcF_40_1,no10vcF_40,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no10vcF_40_1,test,go_stanford:no10vcF_40,Stanford mobile robot,default,campus;indoor,1,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,9f55237b55646053b690c2ecdbb972cf4b810ffead44040f9a675620c16c8e48
0.1.0,go_stanford,no10vcF_41_0,no10vcF_41,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no10vcF_41_0,train,go_stanford:no10vcF_41,Stanford mobile robot,default,campus;indoor,27,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,3738ecea4e07f01410410ef11da2daf5f42d57db07b54909a8f858dd5e25eb2b
0.1.0,go_stanford,no10vcF_42_0,no10vcF_42,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no10vcF_42_0,train,go_stanford:no10vcF_42,Stanford mobile robot,default,campus;indoor,59,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,2b0ccff0cbde03404aa1bc4b537c83f0e647a6dac3da6186e971ab7ac12e23cc
0.1.0,go_stanford,no10vcF_45_0,no10vcF_45,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no10vcF_45_0,train,go_stanford:no10vcF_45,Stanford mobile robot,default,campus;indoor,113,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,6ff23e461cc8ed7509b007c7c1100d918f6245f277c9f3e293f830c81a091574
0.1.0,go_stanford,no10vcF_48_0,no10vcF_48,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no10vcF_48_0,train,go_stanford:no10vcF_48,Stanford mobile robot,default,campus;indoor,1,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,a156d033c4a379fa8e0157459bdabae070dd0899899a2fad487fed5fd3fc533b
0.1.0,go_stanford,no10vcF_48_1,no10vcF_48,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no10vcF_48_1,train,go_stanford:no10vcF_48,Stanford mobile robot,default,campus;indoor,124,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,9a5e6269da56f1705c4a64ec4b5241393e4b1e1187ab13af5bbe3fec06e2d977
0.1.0,go_stanford,no10vcF_50_0,no10vcF_50,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no10vcF_50_0,train,go_stanford:no10vcF_50,Stanford mobile robot,default,campus;indoor,1,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,52d95aeb55a05eff4057adb5a466d9e1e370bf9eb910adf6d2881d737aae198d
0.1.0,go_stanford,no10vcF_50_1,no10vcF_50,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no10vcF_50_1,train,go_stanford:no10vcF_50,Stanford mobile robot,default,campus;indoor,49,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,5d9c9ca49b1dea013dae2d9f656ea253af941ad7cac40b2660d3f117faa4f2fa
0.1.0,go_stanford,no10vcF_51_0,no10vcF_51,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no10vcF_51_0,train,go_stanford:no10vcF_51,Stanford mobile robot,default,campus;indoor,1,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,5ab0bb0d200df74ac1d7f0844f3a44fa2f4c58755afb4cb15cefef132653ef16
0.1.0,go_stanford,no10vcF_51_1,no10vcF_51,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no10vcF_51_1,train,go_stanford:no10vcF_51,Stanford mobile robot,default,campus;indoor,41,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,064448a333d122e94555443b0e4acc164da100ee783811d2df6dcae554c0886a
0.1.0,go_stanford,no10vcF_52_0,no10vcF_52,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no10vcF_52_0,train,go_stanford:no10vcF_52,Stanford mobile robot,default,campus;indoor,133,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,d9a32602573c87a4963ae0e158ccba2f1aa9eaab87ac59f8f0ff2a2132158d3b
0.1.0,go_stanford,no10vcF_55_0,no10vcF_55,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no10vcF_55_0,train,go_stanford:no10vcF_55,Stanford mobile robot,default,campus;indoor,14,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,b21bd5b8e75dcb3041ec0894fb8d40a89a5e8c45b80867fbfac52ee91f827c19
0.1.0,go_stanford,no10vcF_56_0,no10vcF_56,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no10vcF_56_0,train,go_stanford:no10vcF_56,Stanford mobile robot,default,campus;indoor,112,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,275b961300de0ecbffa4f2f030f6a611adf32029009bc60b5c4099d4d5f751ad
0.1.0,go_stanford,no10vcF_58_0,no10vcF_58,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no10vcF_58_0,test,go_stanford:no10vcF_58,Stanford mobile robot,default,campus;indoor,28,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,ae6fbb11bc04da03b75bd68dbdc447c0cca12e00a0e2bceac7894bb4c45aea81
0.1.0,go_stanford,no10vcF_58_1,no10vcF_58,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no10vcF_58_1,test,go_stanford:no10vcF_58,Stanford mobile robot,default,campus;indoor,1,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,a4c23994d52951b767c8d42a764ac617dfc0beaca610077dc8b424b6140c3fbc
0.1.0,go_stanford,no10vcF_58_2,no10vcF_58,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no10vcF_58_2,test,go_stanford:no10vcF_58,Stanford mobile robot,default,campus;indoor,2,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,3c2140c3acb00bb594d19b87cca75197a564567734cced2d65879f1963c3fe35
0.1.0,go_stanford,no10vcF_59_0,no10vcF_59,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no10vcF_59_0,test,go_stanford:no10vcF_59,Stanford mobile robot,default,campus;indoor,1,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,914645fcd6abdf2d1c0be306060eb46e6869881f16dff299e6eb492d1785d8b9
0.1.0,go_stanford,no10vcF_60_0,no10vcF_60,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no10vcF_60_0,test,go_stanford:no10vcF_60,Stanford mobile robot,default,campus;indoor,84,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,2476332bae582de689b28e03968187a6c76323ce7c201ff060f06b39d7f7bda8
0.1.0,go_stanford,no10vcF_61_0,no10vcF_61,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no10vcF_61_0,test,go_stanford:no10vcF_61,Stanford mobile robot,default,campus;indoor,1,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,0206dacfdcc865075f8c222a2cc2f1b47e53ebdb45bdc80dee83e9ce5f10651a
0.1.0,go_stanford,no10vcF_61_1,no10vcF_61,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no10vcF_61_1,test,go_stanford:no10vcF_61,Stanford mobile robot,default,campus;indoor,149,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,0ae99049930d7fbe7d15b1eb246601567e1cc457ef9cf4d0a2f5cdd7246a75d7
0.1.0,go_stanford,no10vcF_62_0,no10vcF_62,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no10vcF_62_0,train,go_stanford:no10vcF_62,Stanford mobile robot,default,campus;indoor,74,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,570509c2833358f1db76231395ac7c1026b62aedea9d820992fa5f036cdee71d
0.1.0,go_stanford,no10vcF_62_1,no10vcF_62,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no10vcF_62_1,train,go_stanford:no10vcF_62,Stanford mobile robot,default,campus;indoor,3,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,eb762bcd4e53c03724af9544188c0ba1fb46f48a8a845733df001ccddeb60663
0.1.0,go_stanford,no10vcF_62_2,no10vcF_62,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no10vcF_62_2,train,go_stanford:no10vcF_62,Stanford mobile robot,default,campus;indoor,5,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,365c5c4c6865e32289e1ea848e7417cbdb78ea8e015c970f5afc0db5a0233991
0.1.0,go_stanford,no10vcF_63_0,no10vcF_63,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no10vcF_63_0,test,go_stanford:no10vcF_63,Stanford mobile robot,default,campus;indoor,63,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,37e8c7bbb5f5116981136db5ee9b73867cc5d4565dcf681ef13df5035fa1b86b
0.1.0,go_stanford,no10vcF_64_0,no10vcF_64,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no10vcF_64_0,train,go_stanford:no10vcF_64,Stanford mobile robot,default,campus;indoor,53,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,5c25855e37dec24aca88d514c81300c28e4af79da9cf7fbcf93f803b7ae46156
0.1.0,go_stanford,no10vcF_64_1,no10vcF_64,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no10vcF_64_1,train,go_stanford:no10vcF_64,Stanford mobile robot,default,campus;indoor,228,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,fcfd0d214ec2152c4be1b176b0205967c18c7a5ed508b4a4ec7dac967542cbae
0.1.0,go_stanford,no10vcF_65_0,no10vcF_65,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no10vcF_65_0,train,go_stanford:no10vcF_65,Stanford mobile robot,default,campus;indoor,67,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,4c6e5db28b313cd805d1e85a187eb396337dc6826e66d06132fbeaebfd6f5200
0.1.0,go_stanford,no10vcF_66_0,no10vcF_66,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no10vcF_66_0,train,go_stanford:no10vcF_66,Stanford mobile robot,default,campus;indoor,32,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,8d373399e6f9c070ceb0343b97b75d4d084daa08d7ca5ce97e6ce3c74b52080a
0.1.0,go_stanford,no10vcF_6_0,no10vcF_6,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no10vcF_6_0,train,go_stanford:no10vcF_6,Stanford mobile robot,default,campus;indoor,85,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,8e7ddda1dd65253b61ebecb2397b5b4e68f2d70e18551737e45d27d830c5f258
0.1.0,go_stanford,no10vcF_8_0,no10vcF_8,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no10vcF_8_0,train,go_stanford:no10vcF_8,Stanford mobile robot,default,campus;indoor,154,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,3f20448a7cf863f8536d9ed4eeefa01b70af031ef7ae06c8aab03cd161509208
0.1.0,go_stanford,no10vc_10_0,no10vc_10,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no10vc_10_0,train,go_stanford:no10vc_10,Stanford mobile robot,default,campus;indoor,68,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,a32cb333fb24303a840e921320b003f0daab64047158d609de2e1c63e1715290
0.1.0,go_stanford,no10vc_11_0,no10vc_11,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no10vc_11_0,train,go_stanford:no10vc_11,Stanford mobile robot,default,campus;indoor,2,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,d0042f80864fac347369607edfcf10cd8930fde002bb502827f8ba21ce96141e
0.1.0,go_stanford,no10vc_11_1,no10vc_11,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no10vc_11_1,train,go_stanford:no10vc_11,Stanford mobile robot,default,campus;indoor,3,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,555f47d0ccc8f9af15576b4a32f9a10dd9baf0f3517373099f7e0713d5b56823
0.1.0,go_stanford,no10vc_12_0,no10vc_12,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no10vc_12_0,train,go_stanford:no10vc_12,Stanford mobile robot,default,campus;indoor,1,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,bfdc4e9601a8f7d69dbbf7ca3cfd0ce4135e419bb510837d2a4ba4d48a70100a
0.1.0,go_stanford,no10vc_16_0,no10vc_16,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no10vc_16_0,train,go_stanford:no10vc_16,Stanford mobile robot,default,campus;indoor,1,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,7b6b919fab7850c3e534d2b9afb61862d02f2e070e3e8e91d1be1d31e039aa6f
0.1.0,go_stanford,no10vc_17_0,no10vc_17,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no10vc_17_0,test,go_stanford:no10vc_17,Stanford mobile robot,default,campus;indoor,1,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,611219b82db7dc2918aba281e6d258e00e2d4b2815c35ec4d72cea8682f35ff1
0.1.0,go_stanford,no10vc_18_0,no10vc_18,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no10vc_18_0,train,go_stanford:no10vc_18,Stanford mobile robot,default,campus;indoor,54,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,10b1c54b4fa3e486e7faa207b47768c7c389b0acbee86a34a2d9150531bd1c62
0.1.0,go_stanford,no10vc_21_0,no10vc_21,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no10vc_21_0,test,go_stanford:no10vc_21,Stanford mobile robot,default,campus;indoor,2,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,5d275a5e217c87e04ae991f1677ba7a4324b95584ae6494b0ccd4a6ddd6b54a7
0.1.0,go_stanford,no10vc_22_0,no10vc_22,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no10vc_22_0,train,go_stanford:no10vc_22,Stanford mobile robot,default,campus;indoor,237,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,b56f47df61459a50eff9c122841794384a7c9096b7bbfe41a3b442c8b0de8293
0.1.0,go_stanford,no10vc_26_0,no10vc_26,heuristic_remove_trailing_segment,nomad_dataset/go_stanford/no10vc_26_0,train,go_stanford:no10vc_26,Stanford mobile robot,default,campus;indoor,48,True,0.3333333333,0.12,meter,radian,CC-BY-NC-SA-3.0,official_page_explicit,preexisting_unknown,b92cb0e3ba8fb644b0a528601d35169b3c09feb3ad60cd89c230f7028f0f7b4c
